Recording	Participant	Timeline	TOI	Interval	Media	AOI	post	pre	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 34			9	8461	242	83	650	35	330610	650	"Rectangle 15,Rectangle 37,Rectangle 42"		2.7951	8261	243	83	650	34	330610	650	2.79497	10443	1160	167	3781	9	330610	2432	10726	1192	200	3814	9	330594	2448	0			0			20	330594	333042	56.27	141.23													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 35			9	7062	262	133	616	27	334058	300	"Rectangle 15,Rectangle 37,Rectangle 42"		2.81575	7062	262	133	616	27	334058	300	2.81575	7545	629	150	2082	12	334058	300	7994	666	167	2132	12	333991	366	0			0			14	333991	334358	232.9	224.17													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 36			9	37157	234	67	966	159	392133	400	"Rectangle 15,Rectangle 37,Rectangle 42"		3.05373	36291	236	67	966	154	392133	400	3.05414	45068	1878	283	9760	24	392133	4580	46217	1926	350	9810	24	392117	4597	0			0			113	392117	396713	190.32	333.66													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 37			9	766	192	117	350	4	436102	167	"Rectangle 15,Rectangle 37,Rectangle 42"		3.0502	766	192	117	350	4	436102	167	3.0502	783	261	133	483	3	436102	167	916	305	183	516	3	436052	217	0			0			1	436052	436269	576.15	393.44													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 38			9	4630	210	83	383	22	431572	83	"Rectangle 15,Rectangle 37,Rectangle 42"		2.96602	4630	210	83	383	22	431572	83	2.96602	4996	454	83	1066	11	431572	83	5280	480	133	1083	11	431522	133	0			0			11	431522	431655	225.38	67.03													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 39			9	0				0			"Rectangle 15,Rectangle 37,Rectangle 42"			0				0				0				0			0				0			0			0			0																	
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 40			9	167	167	167	167	1	436102	167	"Rectangle 15,Rectangle 37,Rectangle 42"		3.10116	167	167	167	167	1	436102	167	3.10116	167	167	167	167	1	436102	167	217	217	217	217	1	436052	217	0			0			0	436052	436269	576.15	393.44													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 41			9	0				0			"Rectangle 15,Rectangle 37,Rectangle 42"			0				0				0				0			0				0			0			0			0																	
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 42			9	600	200	117	350	3	483168	133	"Rectangle 15,Rectangle 37,Rectangle 42"		3.03605	600	200	117	350	3	483168	133	3.03605	616	308	133	483	2	483168	133	700	350	183	516	2	483119	183	0			0			1	483119	483302	253.65	39.84													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 43			9	0				0			"Rectangle 15,Rectangle 37,Rectangle 42"			0				0				0				0			0				0			0			0			0																	
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 44			9	11075	246	67	833	45	396730	583	"Rectangle 15,Rectangle 37,Rectangle 42"		2.96359	11075	246	67	833	45	396730	583	2.96359	12241	816	167	4080	15	396730	583	12808	854	200	4147	15	396713	600	0			0			27	396713	397313	333.66	858.48													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 45			9	11059	257	67	633	43	414484	383	"Rectangle 15,Rectangle 37,Rectangle 42"		3.01351	10826	258	67	633	42	414484	383	3.0165	13007	929	183	2248	14	414484	2182	13557	968	217	2298	14	414434	2232	0			0			25	414434	416666	265.13	191.55													
Recording14	Participant3	Timeline1	My Time of Interest 001	1	Screen Recording Recording14	Rectangle 46			9	7461	219	83	550	34	424061	133	"Rectangle 15,Rectangle 37,Rectangle 42"		2.92391	7461	219	83	550	34	424061	133	2.92391	8527	775	133	1882	11	424061	133	8944	813	183	1915	11	424011	183	0			0			20	424011	424194	205.54	50.75													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle			9	29813	226	64	583	132	87064	64	"Rectangle 15,Rectangle 37,Rectangle 42"		2.80034	29229	228	67	583	128	87145	83	2.79911	34860	3169	204	13107	11	87064	6826	35360	3215	287	13157	11	87064	6826	0			0			115	94107	93890	119.2	58.14													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 1			9	9377	268	83	650	35	93907	200	"Rectangle 15,Rectangle 37,Rectangle 42"		2.75245	9094	276	83	650	33	93907	200	2.75382	11025	1002	200	4247	11	93907	200	11492	1045	217	4264	11	93890	217	0			0			19	93890	94107	58.14	119.2													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 2			9	1582	316	150	466	5	93907	200	"Rectangle 15,Rectangle 37,Rectangle 42"		2.77548	1582	316	150	466	5	93907	200	2.77548	1632	544	150	1282	3	93907	200	1749	583	183	1349	3	93890	217	0			0			2	93890	94107	58.14	119.2													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 3			9	1599	178	100	350	9	110695	350	"Rectangle 15,Rectangle 37,Rectangle 42"		2.78755	1482	185	100	350	8	110695	350	2.79755	1682	336	117	550	5	110695	550	1932	386	133	600	5	110645	600	0			0			4	110645	111245	233.89	290.09													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 4			9	4014	268	83	633	15	113759	250	"Rectangle 15,Rectangle 37,Rectangle 42"		2.73278	3847	275	83	633	14	113759	250	2.73238	4847	808	83	1849	6	113759	416	5030	838	100	1865	6	113743	433	0			0			7	116058	114176	541.48	325													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 5			9	1899	380	217	650	5	121937	333	"Rectangle 15,Rectangle 37,Rectangle 42"		2.75523	1899	380	217	650	5	121937	333	2.75523	1899	380	217	650	5	121937	333	2115	423	250	700	5	121904	366	0			0			0	121904	122270	66.2	386.43													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 6			9	616	308	283	333	2	130647	283	"Rectangle 15,Rectangle 37,Rectangle 42"		2.74322	616	308	283	333	2	130647	283	2.74322	650	650	650	650	1	130647	650	700	700	700	700	1	130597	700	0			0			1	130597	131297	184.85	146.16													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 7			9	10232	256	54	1133	40	138704	54	"Rectangle 15,Rectangle 37,Rectangle 42"		2.7786	9343	260	117	1133	36	138775	150	2.78388	11298	941	268	1420	12	138704	1420	11831	986	335	1420	12	138704	1420	0			0			27	141290	140124	142.43	162.56													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 8			9	22267	250	67	683	89	140157	666	"Rectangle 15,Rectangle 37,Rectangle 42"		2.71691	21551	251	67	683	86	140157	666	2.71736	26664	2222	683	4863	12	140157	766	27231	2269	733	4913	12	140124	799	0			0			66	140124	143622	162.56	180.71													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 9			9	2498	208	67	666	12	140157	666	"Rectangle 15,Rectangle 37,Rectangle 42"		2.74939	2498	208	67	666	12	140157	666	2.74939	2848	570	67	1066	5	140157	766	3015	603	83	1116	5	140124	799	0			0			6	140124	143622	162.56	180.71													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 10			9	7828	237	67	683	33	145953	200	"Rectangle 15,Rectangle 37,Rectangle 42"		2.73919	7595	245	67	683	31	145953	200	2.7406	9776	1222	83	3248	8	145953	700	10159	1270	117	3314	8	145920	733	0			0			19	145920	146653	44.89	177.29													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 11			9	4897	288	100	616	17	161076	616	"Rectangle 15,Rectangle 37,Rectangle 42"		2.72951	4897	288	100	616	17	161076	616	2.72951	5529	1382	1149	1782	4	161076	1166	5646	1411	1166	1799	4	161042	1199	0			0			12	161042	162242	136.9	389.48													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 12			9	2482	310	150	483	8	163374	266	"Rectangle 15,Rectangle 37,Rectangle 42"		2.70419	1999	286	150	466	7	163374	266	2.70317	2598	866	266	1849	3	163374	266	2715	905	316	1899	3	163324	316	0			0			5	163324	163641	161.13	32.99													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 13			9	4397	244	83	650	18	173450	250	"Rectangle 15,Rectangle 37,Rectangle 42"		2.6475	4397	244	83	650	18	173450	250	2.6475	4863	4863	4863	4863	1	173450	4863	4913	4913	4913	4913	1	173400	4913	0			0			17	173400	178314	382.47	171.71													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 14			9	96065	315	67	1632	305	181911	150	"Rectangle 15,Rectangle 37,Rectangle 42"		3.03913	90919	314	67	1632	290	181911	150	3.03506	112070	3396	117	25698	33	181911	3914	113669	3445	183	25732	33	181894	3931	0			0			226	188873	188523	98.8	102.68													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 15			9	5546	264	100	566	21	275711	100	"Rectangle 15,Rectangle 37,Rectangle 42"		2.9904	5546	264	100	566	21	275711	100	2.9904	5946	743	283	2115	8	275711	350	6262	783	300	2165	8	275661	400	0			0			13	275661	276061	98.2	149.82													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 16			9	5196	217	83	700	24	261021	150	"Rectangle 15,Rectangle 37,Rectangle 42"		3.04333	5096	222	83	700	23	261021	150	3.04623	5763	480	117	1116	12	261021	300	6296	525	150	1182	12	260971	350	0			0			10	260971	261321	142.82	247.72													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 17			9	416	208	200	217	2	275844	217	"Rectangle 15,Rectangle 37,Rectangle 42"		3.04696	416	208	200	217	2	275844	217	3.04696	416	208	200	217	2	275844	217	500	250	250	250	2	275811	250	0			0			0	275811	276061	59.54	149.82													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 18			9	1282	256	100	433	5	275711	100	"Rectangle 15,Rectangle 37,Rectangle 42"		3.05854	1282	256	100	433	5	275711	100	3.05854	1299	325	100	700	4	275711	100	1432	358	150	733	4	275661	150	0			0			1	275661	275811	98.2	59.54													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 19			9	666	222	117	366	3	283722	366	"Rectangle 15,Rectangle 37,Rectangle 42"		2.96346	666	222	117	366	3	283722	366	2.96346	683	341	316	366	2	283722	366	749	375	350	400	2	283689	400	0			0			1	283689	284088	106.51	90.7													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 20			9	2265	283	133	566	8	284122	300	"Rectangle 15,Rectangle 37,Rectangle 42"		2.96697	2265	283	133	566	8	284122	300	2.96697	2298	328	133	566	7	284122	300	2548	364	167	600	7	284088	333	0			0			1	284088	284421	90.7	90.16													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 21			9	916	305	266	366	3	284455	366	"Rectangle 15,Rectangle 37,Rectangle 42"		2.94684	916	305	266	366	3	284455	366	2.94684	916	305	266	366	3	284455	366	1033	344	300	400	3	284421	400	0			0			0	284421	284821	90.16	102.7													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 22			9	8794	293	83	666	30	214654	383	"Rectangle 15,Rectangle 37,Rectangle 42"		3.06385	8794	293	83	666	30	214654	383	3.06385	9243	616	117	1332	15	214654	383	9810	654	150	1382	15	214604	433	0			0			15	214604	215037	240.04	224.76													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 23			9	12658	230	117	516	55	186591	333	"Rectangle 15,Rectangle 37,Rectangle 42"		2.98609	12325	228	117	516	54	258756	183	2.98903	13524	520	117	1915	26	186591	333	14606	562	183	1932	26	186591	333	0			0			29	258690	259656	184.98	164.96													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 24			9	12941	240	67	650	54	261721	383	"Rectangle 15,Rectangle 37,Rectangle 42"		3.01801	11658	243	67	650	48	261721	383	3.01664	14456	657	83	2132	22	261721	766	15156	689	100	2148	22	261654	833	0			0			28	261654	262487	274.25	67.66													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 25			9	31894	301	67	1133	106	357320	117	"Rectangle 15,Rectangle 37,Rectangle 42"		2.89796	29579	293	67	1133	101	357320	117	2.89521	38140	2119	83	10176	18	357320	10176	38856	2159	133	10193	18	357303	10193	0			0			67	357303	367496	239.47	214.9													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 26			9	5746	261	117	600	22	381169	217	"Rectangle 15,Rectangle 37,Rectangle 42"		2.81544	5746	261	117	600	22	381169	217	2.81544	6112	679	167	2715	9	381169	217	6462	718	200	2765	9	381119	266	0			0			13	381119	381386	135.44	254.68													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 27			9	4813	229	100	566	21	398657	133	"Rectangle 15,Rectangle 37,Rectangle 42"		2.77677	4813	229	100	566	21	398657	133	2.77677	5163	645	133	1149	8	398657	133	5513	689	200	1182	8	398590	200	0			0			13	398590	398790	167.67	42.84													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 28			9	583	291	217	366	2	381169	217	"Rectangle 15,Rectangle 37,Rectangle 42"		2.83115	583	291	217	366	2	381169	217	2.83115	583	291	217	366	2	381169	217	683	341	266	416	2	381119	266	0			0			0	381119	381386	135.44	254.68													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 29			9	983	197	117	316	5	399323	150	"Rectangle 15,Rectangle 37,Rectangle 42"		2.81129	983	197	117	316	5	399323	150	2.81129	999	250	117	350	4	399323	350	1149	287	150	400	4	399273	400	0			0			1	399273	399673	153.08	65.9													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 30			9	2315	289	133	600	8	407184	600	"Rectangle 15,Rectangle 37,Rectangle 42"		2.82514	2315	289	133	600	8	407184	600	2.82514	2348	391	183	600	6	407184	600	2532	422	217	633	6	407151	633	0			0			2	407151	407784	72.46	210.93													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 31			9	1399	233	167	383	6	406934	217	"Rectangle 15,Rectangle 37,Rectangle 42"		2.79194	1399	233	167	383	6	406934	217	2.79194	1416	283	167	600	5	406934	217	1582	316	200	616	5	406884	266	0			0			1	406884	407151	198.81	72.46													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 32			9	466	466	466	466	1	421324	466	"Rectangle 15,Rectangle 37,Rectangle 42"		2.82682	466	466	466	466	1	421324	466	2.82682	466	466	466	466	1	421324	466	516	516	516	516	1	421274	516	0			0			0	421274	421790	318.81	123.06													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 33			9	7878	232	100	516	34	367862	333	"Rectangle 15,Rectangle 37,Rectangle 42"		2.8688	7878	232	100	516	34	367862	333	2.8688	9094	909	150	2815	10	367862	516	9477	948	183	2865	10	367829	550	0			0			21	367829	368378	69.01	201.67													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 34			9	8461	242	83	650	35	382835	650	"Rectangle 15,Rectangle 37,Rectangle 42"		2.7951	8261	243	83	650	34	382835	650	2.79497	10443	1160	167	3781	9	382835	2432	10726	1192	200	3814	9	382818	2448	0			0			20	382818	385266	56.27	141.23													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 35			9	7062	262	133	616	27	386282	300	"Rectangle 15,Rectangle 37,Rectangle 42"		2.81575	7062	262	133	616	27	386282	300	2.81575	7545	629	150	2082	12	386282	300	7994	666	167	2132	12	386216	366	0			0			14	386216	386582	232.9	224.17													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 36			9	37157	234	67	966	159	444358	400	"Rectangle 15,Rectangle 37,Rectangle 42"		3.05373	36291	236	67	966	154	444358	400	3.05414	45068	1878	283	9760	24	444358	4580	46217	1926	350	9810	24	444341	4597	0			0			113	444341	448938	190.32	333.66													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 37			9	766	192	117	350	4	488326	167	"Rectangle 15,Rectangle 37,Rectangle 42"		3.0502	766	192	117	350	4	488326	167	3.0502	783	261	133	483	3	488326	167	916	305	183	516	3	488276	217	0			0			1	488276	488493	576.15	393.44													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 38			9	4630	210	83	383	22	483796	83	"Rectangle 15,Rectangle 37,Rectangle 42"		2.96602	4630	210	83	383	22	483796	83	2.96602	4996	454	83	1066	11	483796	83	5280	480	133	1083	11	483746	133	0			0			11	483746	483880	225.38	67.03													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 39			9	0				0			"Rectangle 15,Rectangle 37,Rectangle 42"			0				0				0				0			0				0			0			0			0																	
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 40			9	167	167	167	167	1	488326	167	"Rectangle 15,Rectangle 37,Rectangle 42"		3.10116	167	167	167	167	1	488326	167	3.10116	167	167	167	167	1	488326	167	217	217	217	217	1	488276	217	0			0			0	488276	488493	576.15	393.44													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 41			9	0				0			"Rectangle 15,Rectangle 37,Rectangle 42"			0				0				0				0			0				0			0			0			0																	
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 42			9	600	200	117	350	3	535393	133	"Rectangle 15,Rectangle 37,Rectangle 42"		3.03605	600	200	117	350	3	535393	133	3.03605	616	308	133	483	2	535393	133	700	350	183	516	2	535343	183	0			0			1	535343	535526	253.65	39.84													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 43			9	0				0			"Rectangle 15,Rectangle 37,Rectangle 42"			0				0				0				0			0				0			0			0			0																	
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 44			9	11075	246	67	833	45	448954	583	"Rectangle 15,Rectangle 37,Rectangle 42"		2.96359	11075	246	67	833	45	448954	583	2.96359	12241	816	167	4080	15	448954	583	12808	854	200	4147	15	448938	600	0			0			27	448938	449537	333.66	858.48													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 45			9	11059	257	67	633	43	466708	383	"Rectangle 15,Rectangle 37,Rectangle 42"		3.01351	10826	258	67	633	42	466708	383	3.0165	13007	929	183	2248	14	466708	2182	13557	968	217	2298	14	466658	2232	0			0			25	466658	468890	265.13	191.55													
Recording14	Participant3	Timeline1	Entire Recording	1	Screen Recording Recording14	Rectangle 46			9	7461	219	83	550	34	476285	133	"Rectangle 15,Rectangle 37,Rectangle 42"		2.92391	7461	219	83	550	34	476285	133	2.92391	8527	775	133	1882	11	476285	133	8944	813	183	1915	11	476235	183	0			0			20	476235	476418	205.54	50.75													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle				66632	231	67	1366	288	3240	779	"Rectangle 1,Rectangle 36"		2.97472	64454	229	67	1366	282	4052	200	2.96972	77774	4093	117	33339	19	3240	33339	78940	4155	183	33339	19	3240	33339	0			0			259	43174	36579	270.61	464.15													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 1				28763	293	83	1199	98	36629	833	"Rectangle 1,Rectangle 36"		2.85865	27497	289	83	1199	95	36629	833	2.86198	32027	1601	400	6579	20	36629	2781	33176	1659	483	6629	20	36579	2831	0			0			74	36579	43174	464.15	270.61													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 2				9760	296	133	833	33	36629	833	"Rectangle 1,Rectangle 36"		2.84743	8611	278	133	833	31	36629	833	2.85636	10626	1063	133	2781	10	36629	2781	11142	1114	200	2831	10	36579	2831	0			0			22	36579	43174	464.15	270.61													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 3				5763	339	83	1199	17	52168	366	"Rectangle 1,Rectangle 36"		2.85898	5763	339	83	1199	17	52168	366	2.85898	6062	674	167	1432	9	52168	550	6579	731	233	1499	9	52135	583	0			0			8	52135	52718	55.51	324.39													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 4				6962	290	133	966	24	59163	200	"Rectangle 1,Rectangle 36"		2.88154	6962	290	133	966	24	59163	200	2.88154	7611	761	133	1266	10	59163	1249	8028	803	200	1282	10	59146	1266	0			0			13	59146	60412	64.09	261.72													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 5				6062	276	83	633	22	94588	266	"Rectangle 1,Rectangle 36"		2.84876	5946	283	83	633	21	94588	266	2.84883	6745	843	250	1699	8	94588	733	7095	887	283	1732	8	94538	783	0			0			12	94538	95321	72.19	35.58													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 6				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 7				30599	251	67	1399	122	121485	167	"Rectangle 1,Rectangle 36"		2.93755	30228	252	67	1399	120	121485	167	2.93789	34646	1386	88	8760	25	121485	8760	36129	1445	88	8827	25	121419	8827	0			0			93	121419	130246	217.93	638.46													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 8				40588	252	83	1199	161	130329	217	"Rectangle 1,Rectangle 36"		2.85745	39972	253	83	1199	158	130329	217	2.85819	45951	1702	150	7112	27	130329	533	47433	1757	200	7145	27	130246	616	0			0			127	130246	130862	638.46	143.1													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 9				10909	248	117	533	44	130596	266	"Rectangle 1,Rectangle 36"		2.87666	10592	252	117	533	42	130596	266	2.87801	12125	674	133	2332	18	130596	266	12891	716	150	2348	18	130546	316	0			0			23	130546	130862	74.49	143.1													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 10				14606	252	83	1199	58	134426	100	"Rectangle 1,Rectangle 36"		2.84663	14306	251	83	1199	57	134426	100	2.84789	15905	636	100	2382	25	134426	100	17005	680	167	2415	25	134360	167	0			0			32	134360	134526	161.78	31.15													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 11				10259	256	100	500	40	153946	250	"Rectangle 1,Rectangle 36"		2.86563	10259	256	100	500	40	153946	250	2.86563	11425	952	167	2648	12	153946	250	11858	988	200	2698	12	153912	283	0			0			26	153912	154195	79.7	51.51													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 12				4314	270	117	600	16	162240	217	"Rectangle 1,Rectangle 36"		2.80003	4314	270	117	600	16	162240	217	2.80003	4713	1178	217	3164	4	162240	217	4913	1228	266	3181	4	162190	266	0			0			12	162190	162456	181	316.82													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 13				200	100	83	117	2	176130	117	"Rectangle 1,Rectangle 36"		2.86835	200	100	83	117	2	176130	117	2.86835	200	100	83	117	2	176130	117	333	167	150	183	2	176063	183	0			0			0	176063	176246	181.55	202.8													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 14				102564	364	37	2748	282	212800	37	"Rectangle 1,Rectangle 36"		3.11525	96648	358	67	2748	270	212904	67	3.1148	111724	2660	133	18270	42	212800	836	113290	2697	150	18337	42	212800	836	0			0			218	220548	213636	92.01	543.74													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 15				749	187	67	350	4	364596	167	"Rectangle 1,Rectangle 36"		3.20272	683	228	167	350	3	364596	167	3.21417	749	187	67	350	4	364596	167	866	217	67	383	4	364546	217	0			0			0	364546	364762	337.92	34.35													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 16				5763	303	133	666	19	363496	133	"Rectangle 1,Rectangle 36"		3.21879	5763	303	133	666	19	363496	133	3.21879	6062	758	383	1616	8	363496	1049	6412	802	400	1665	8	363446	1099	0			0			11	363446	364546	125.19	337.92													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 17				167	167	167	167	1	364596	167	"Rectangle 1,Rectangle 36"		3.36739	167	167	167	167	1	364596	167	3.36739	167	167	167	167	1	364596	167	217	217	217	217	1	364546	217	0			0			0	364546	364762	337.92	34.35													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 18				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 19				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 20				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 21				67	67	67	67	1	389295	67	"Rectangle 1,Rectangle 36"		3.08532	0				0				67	67	67	67	1	389295	67	67	67	67	67	1	389295	67	0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 22				11359	277	67	1249	41	245847	150	"Rectangle 1,Rectangle 36"		3.04639	11359	277	67	1249	41	245847	150	3.04639	12258	645	83	2948	19	245847	350	13041	686	133	2998	19	245797	400	0			0			20	245797	246197	96.56	93.48													
